timestamp [ms],camera transform 0,camera transform 1,camera transform 2,camera transform 3,camera transform 4,camera transform 5,camera transform 6,camera transform 7,camera transform 8,camera transform 9,camera transform 10,camera transform 11,camera transform 12,camera transform 13,camera transform 14,camera transform 15,face transform 0,face transform 1,face transform 2,face transform 3,face transform 4,face transform 5,face transform 6,face transform 7,face transform 8,face transform 9,face transform 10,face transform 11,face transform 12,face transform 13,face transform 14,face transform 15,left eye transform 0,left eye transform 1,left eye transform 2,left eye transform 3,left eye transform 4,left eye transform 5,left eye transform 6,left eye transform 7,left eye transform 8,left eye transform 9,left eye transform 10,left eye transform 11,left eye transform 12,left eye transform 13,left eye transform 14,left eye transform 15,right eye transform 0,right eye transform 1,right eye transform 2,right eye transform 3,right eye transform 4,right eye transform 5,right eye transform 6,right eye transform 7,right eye transform 8,right eye transform 9,right eye transform 10,right eye transform 11,right eye transform 12,right eye transform 13,right eye transform 14,right eye transform 15,camera euler y,camera euler p,camera euler r
1668579966015.0,-0.015024492,-0.8473379,-0.5308416,0.0,0.999887,-0.012988847,-0.007566951,0.0,-0.00048325563,-0.53089535,0.8474373,0.0,0.0,0.0,0.0,1.0,0.97756934,-0.00424302,-0.21057095,0.0,-0.0019770237,0.9995683,-0.029319603,0.0,0.21060444,0.029078316,0.9771388,0.0,0.023146521,0.24002795,-0.5642621,1.0,0.98484504,-0.025718294,0.17151906,0.0,0.0,0.9889444,0.14828652,0.0,-0.1734365,-0.14603925,0.973957,0.0,0.033391435,0.03069819,0.031840187,1.0,0.9945574,-0.015611043,0.1030139,0.0,0.0,0.9887114,0.14983237,0.0,-0.10419006,-0.14901689,0.98333025,0.0,-0.033487823,0.030803056,0.03189527,1.0,0.55965674,-0.0005702553,-1.5861242
1668579966032.0,-0.015039095,-0.84734476,-0.5308303,0.0,0.9998868,-0.013000755,-0.0075754384,0.0,-0.00048218752,-0.53088415,0.8474443,0.0,0.0,0.0,0.0,1.0,0.9775949,-0.0045779143,-0.2104451,0.0,-0.0016071997,0.99957216,-0.029210096,0.0,0.21048875,0.028893981,0.9771691,0.0,0.02320236,0.24003236,-0.5642858,1.0,0.9848597,-0.025589671,0.1714542,0.0,0.0,0.9890448,0.14761569,0.0,-0.17335333,-0.14538074,0.97407037,0.0,0.033391435,0.03069819,0.031840187,1.0,0.9945664,-0.015527633,0.10293983,0.0,0.0,0.9888139,0.1491545,0.0,-0.104104355,-0.14834405,0.98344105,0.0,-0.033487823,0.030803056,0.03189527,1.0,0.5596435,-0.0005689902,-1.586138
1668579966048.0,-0.015029792,-0.8473479,-0.53082556,0.0,0.99988693,-0.012999377,-0.00756011,0.0,-0.0004943586,-0.53087914,0.8474475,0.0,0.0,0.0,0.0,1.0,0.97755384,-0.0049054027,-0.21062854,0.0,-0.0011586096,0.99958867,-0.028656902,0.0,0.21068247,0.028257856,0.97714615,0.0,0.023256114,0.24011864,-0.56440127,1.0,0.9847332,-0.025603337,0.1721771,0.0,0.0,0.9891237,0.14708616,0.0,-0.17407034,-0.14484063,0.974023,0.0,0.033391435,0.03069819,0.031840187,1.0,0.9944907,-0.015579935,0.10366089,0.0,0.0,0.9888932,0.14862782,0.0,-0.10482516,-0.14780898,0.9834451,0.0,-0.033487823,0.030803056,0.03189527,1.0,0.5596376,-0.00058335,-1.5861363
1668579966065.0,-0.015005281,-0.8473489,-0.53082466,0.0,0.9998873,-0.012986088,-0.007535153,0.0,-0.0005084322,-0.5308779,0.8474482,0.0,0.0,0.0,0.0,1.0,0.9775762,-0.005114569,-0.21052015,0.0,-0.0008768347,0.99959755,-0.028356861,0.0,0.21058041,0.027905576,0.9771782,0.0,0.023312362,0.24016915,-0.56446904,1.0,0.98479056,-0.025494002,0.17186512,0.0,0.0,0.98917633,0.1467317,0.0,-0.17374569,-0.1445,0.9741315,0.0,0.033391435,0.03069819,0.031840187,1.0,0.9945283,-0.015489126,0.10331309,0.0,0.0,0.98894733,0.14826708,0.0,-0.104467735,-0.1474558,0.9835361,0.0,-0.033487823,0.030803056,0.03189527,1.0,0.5596361,-0.0005999566,-1.5861207
1668579966082.0,-0.014986939,-0.8473499,-0.5308236,0.0,0.9998875,-0.012981068,-0.007508613,0.0,-0.0005282356,-0.53087646,0.8474491,0.0,0.0,0.0,0.0,1.0,0.9775448,-0.0054917075,-0.21065563,0.0,-0.00053127075,0.99959296,-0.028524464,0.0,0.21072653,0.027995791,0.97714406,0.0,0.02336497,0.24012528,-0.5644278,1.0,0.9847023,-0.025527647,0.17236528,0.0,0.0,0.98921007,0.14650401,0.0,-0.17424537,-0.14426284,0.9740774,0.0,0.033391435,0.03069819,0.031840187,1.0,0.994475,-0.015540516,0.10381665,0.0,0.0,0.988981,0.14804249,0.0,-0.10497335,-0.14722455,0.9835169,0.0,-0.033487823,0.030803056,0.03189527,1.0,0.55963445,-0.0006233242,-1.5861148
1668579966099.0,-0.014991237,-0.8473531,-0.5308184,0.0,0.9998875,-0.012989549,-0.0075031687,0.0,-0.00053725915,-0.53087115,0.84745246,0.0,0.0,0.0,0.0,1.0,0.9775504,-0.005329748,-0.2106347,0.0,-0.0006533681,0.99959856,-0.028325368,0.0,0.21070111,0.027827088,0.9771545,0.0,0.02339343,0.24019943,-0.5645425,1.0,0.98469776,-0.025583467,0.17238273,0.0,0.0,0.9891658,0.14680293,0.0,-0.17427081,-0.14455652,0.9740293,0.0,0.033391435,0.03069819,0.031840187,1.0,0.99447453,-0.015572997,0.10381681,0.0,0.0,0.9889357,0.14834489,0.0,-0.104978316,-0.14752522,0.9834714,0.0,-0.033487823,0.030803056,0.03189527,1.0,0.5596282,-0.00063396955,-1.5861247
1668579966115.0,-0.01499528,-0.84735173,-0.53082025,0.0,0.9998874,-0.013004286,-0.007487254,0.0,-0.0005586,-0.53087276,0.8474513,0.0,0.0,0.0,0.0,1.0,0.97747284,-0.0050881775,-0.21099982,0.0,-0.00094158575,0.9995943,-0.02846676,0.0,0.2110591,0.028024178,0.97707146,0.0,0.023423307,0.24016689,-0.564528,1.0,0.98467016,-0.025631396,0.17253304,0.0,0.0,0.98914444,0.14694667,0.0,-0.17442653,-0.144694,0.973981,0.0,0.033391435,0.03069819,0.031840187,1.0,0.99445915,-0.015610048,0.10395845,0.0,0.0,0.9889136,0.1484919,0.0,-0.1051239,-0.14766914,0.9834342,0.0,-0.033487823,0.030803056,0.03189527,1.0,0.5596301,-0.0006591528,-1.5861421
1668579966132.0,-0.014996695,-0.8473576,-0.53081113,0.0,0.99988735,-0.013010578,-0.007479868,0.0,-0.0005680361,-0.53086346,0.8474573,0.0,0.0,0.0,0.0,1.0,0.97737885,-0.005301336,-0.21142894,0.0,-0.0007301592,0.99959517,-0.028438976,0.0,0.21149412,0.027950058,0.97697943,0.0,0.02344831,0.24015534,-0.56456554,1.0,0.98478574,-0.025502967,0.17189153,0.0,0.0,0.9891721,0.14676014,0.0,-0.17377312,-0.14452729,0.9741226,0.0,0.033391435,0.03069819,0.031840187,1.0,0.9945292,-0.015490985,0.10330432,0.0,0.0,0.9889429,0.14829679,0.0,-0.10445934,-0.14748548,0.9835326,0.0,-0.033487823,0.030803056,0.03189527,1.0,0.5596191,-0.00067028275,-1.5861495
1668579966149.0,-0.01499686,-0.8473598,-0.5308075,0.0,0.99988735,-0.013013385,-0.0074756923,0.0,-0.0005730014,-0.5308598,0.84745955,0.0,0.0,0.0,0.0,1.0,0.97738516,-0.005248108,-0.21140164,0.0,-0.00078587345,0.999595,-0.02844853,0.0,0.21146534,0.027971348,0.97698534,0.0,0.02349351,0.2401932,-0.5646837,1.0,0.9847637,-0.025505329,0.1720172,0.0,0.0,0.9891857,0.14666851,0.0,-0.17389779,-0.14443383,0.9741141,0.0,0.033391435,0.03069819,0.031840187,1.0,0.9945153,-0.015500987,0.10343619,0.0,0.0,0.9889566,0.14820541,0.0,-0.104591236,-0.14739256,0.9835324,0.0,-0.033487823,0.030803056,0.03189527,1.0,0.55961484,-0.00067614,-1.5861527
1668579966165.0,-0.015023921,-0.84736484,-0.53079873,0.0,0.99988693,-0.013042616,-0.007479994,0.0,-0.00058471895,-0.53085107,0.84746504,0.0,0.0,0.0,0.0,1.0,0.97731483,-0.005655743,-0.21171711,0.0,-0.00045195324,0.9995855,-0.028788786,0.0,0.21179217,0.028231388,0.97690713,0.0,0.023552576,0.2401994,-0.56475973,1.0,0.9847419,-0.025509337,0.17214127,0.0,0.0,0.9891977,0.14658761,0.0,-0.1740211,-0.14435096,0.9741044,0.0,0.033391435,0.03069819,0.031840187,1.0,0.994502,-0.015511255,0.10356215,0.0,0.0,0.9889687,0.14812502,0.0,-0.104717314,-0.14731063,0.98353136,0.0,-0.033487823,0.030803056,0.03189527,1.0,0.55960447,-0.00068996224,-1.5861871
1668579966182.0,-0.015020697,-0.8473573,-0.53081095,0.0,0.999887,-0.013040573,-0.0074772,0.0,-0.0005862192,-0.5308633,0.84745735,0.0,0.0,0.0,0.0,1.0,0.9772806,-0.0060445154,-0.2118631,0.0,-0.000034821613,0.9995888,-0.028679013,0.0,0.21194933,0.028034942,0.97687846,0.0,0.023588685,0.24024446,-0.56480646,1.0,0.98474306,-0.025482977,0.17213872,0.0,0.0,0.9892193,0.1464415,0.0,-0.17401472,-0.14420725,0.9741269,0.0,0.033391435,0.03069819,0.031840187,1.0,0.99450195,-0.015495876,0.10356499,0.0,0.0,0.9889907,0.1479774,0.0,-0.10471786,-0.14716381,0.98355323,0.0,-0.033487823,0.030803056,0.03189527,1.0,0.5596189,-0.00069173874,-1.5861849
1668579966199.0,-0.015024313,-0.84736055,-0.5308057,0.0,0.99988693,-0.013048522,-0.007471314,0.0,-0.000595334,-0.5308579,0.8474608,0.0,0.0,0.0,0.0,1.0,0.9773602,-0.0060601067,-0.21149527,0.0,-0.00006057579,0.9995819,-0.028921662,0.0,0.21158199,0.028279686,0.9769513,0.0,0.023647094,0.24025457,-0.5648454,1.0,0.984786,-0.02540806,0.1719041,0.0,0.0,0.9892528,0.1462152,0.0,-0.17377166,-0.14399068,0.9742023,0.0,0.033391435,0.03069819,0.031840187,1.0,0.99452794,-0.0154352505,0.103324674,0.0,0.0,0.9890253,0.14774644,0.0,-0.104471214,-0.14693797,0.9836133,0.0,-0.033487823,0.030803056,0.03189527,1.0,0.5596126,-0.0007024914,-1.5861942
1668579966215.0,-0.015011299,-0.84735596,-0.5308132,0.0,0.9998871,-0.013037483,-0.007464428,0.0,-0.00059544016,-0.5308654,0.8474561,0.0,0.0,0.0,0.0,1.0,0.9773793,-0.0061360793,-0.21140508,0.0,0.000042627504,0.9995848,-0.028816186,0.0,0.21149409,0.028155247,0.9769738,0.0,0.023648717,0.24024853,-0.5648035,1.0,0.9847972,-0.025470486,0.17183065,0.0,0.0,0.9891917,0.14662805,0.0,-0.17370814,-0.1443989,0.9741532,0.0,0.033391435,0.03069819,0.031840187,1.0,0.99453676,-0.015466251,0.103234716,0.0,0.0,0.98896295,0.14816286,0.0,-0.10438684,-0.14735341,0.98356,0.0,-0.033487823,0.030803056,0.03189527,1.0,0.5596214,-0.00070262054,-1.5861812
1668579966232.0,-0.01500071,-0.8473562,-0.5308131,0.0,0.99988735,-0.013028892,-0.0074581974,0.0,-0.0005961563,-0.53086513,0.8474562,0.0,0.0,0.0,0.0,1.0,0.97732854,-0.006120169,-0.21164012,0.0,0.000036447487,0.999587,-0.02873747,0.0,0.21172859,0.028078327,0.9769252,0.0,0.023645844,0.2402384,-0.5647613,1.0,0.98477924,-0.025505913,0.17192833,0.0,0.0,0.9891742,0.14674598,0.0,-0.17380996,-0.1445124,0.97411823,0.0,0.033391435,0.03069819,0.031840187,1.0,0.9945253,-0.015494947,0.10334067,0.0,0.0,0.988945,0.14828287,0.0,-0.10449587,-0.14747107,0.9835308,0.0,-0.033487823,0.030803056,0.03189527,1.0,0.5596211,-0.0007034655,-1.586171
1668579966249.0,-0.015004681,-0.84735984,-0.53080714,0.0,0.9998872,-0.013031905,-0.00746086,0.0,-0.0005953945,-0.5308592,0.84745985,0.0,0.0,0.0,0.0,1.0,0.9773643,-0.006123474,-0.2114742,0.0,-0.000026557744,0.99957746,-0.02906649,0.0,0.21156284,0.028414322,0.9769513,0.0,0.023658203,0.24022049,-0.5647837,1.0,0.98483455,-0.025462179,0.17161761,0.0,0.0,0.9891722,0.1467593,0.0,-0.17349619,-0.14453363,0.974171,0.0,0.033391435,0.03069819,0.031840187,1.0,0.994559,-0.01544845,0.103023365,0.0,0.0,0.98894346,0.148293,0.0,-0.10417518,-0.14748614,0.9835626,0.0,-0.033487823,0.030803056,0.03189527,1.0,0.55961406,-0.00070256356,-1.5861745
1668579966266.0,-0.015036711,-0.8473583,-0.5308088,0.0,0.99988675,-0.013059018,-0.007477914,0.0,-0.00059536844,-0.53086114,0.8474588,0.0,0.0,0.0,0.0,1.0,0.9772633,-0.0062294365,-0.21193765,0.0,0.000045755998,0.9995745,-0.02916938,0.0,0.21202917,0.028496424,0.97684795,0.0,0.023656243,0.24024725,-0.5648401,1.0,0.98463494,-0.025648985,0.17273161,0.0,0.0,0.98915434,0.14687993,0.0,-0.17462553,-0.1446231,0.9739559,0.0,0.033391435,0.03069819,0.031840187,1.0,0.9944362,-0.015635278,0.1041736,0.0,0.0,0.9889235,0.14842622,0.0,-0.10534041,-0.14760041,0.9834213,0.0,-0.033487823,0.030803056,0.03189527,1.0,0.5596164,-0.0007025337,-1.5862066
1668579966282.0,-0.01504459,-0.84737015,-0.5307896,0.0,0.99988663,-0.013061632,-0.00748856,0.0,-0.0005873953,-0.5308421,0.84747064,0.0,0.0,0.0,0.0,1.0,0.9771834,-0.0065419674,-0.21229638,0.0,0.0003678632,0.9995763,-0.029108966,0.0,0.21239682,0.028366715,0.97677183,0.0,0.023666631,0.24029525,-0.5649432,1.0,0.9845031,-0.025754225,0.17346595,0.0,0.0,0.9891575,0.1468587,0.0,-0.17536737,-0.14458285,0.9738286,0.0,0.033391435,0.03069819,0.031840187,1.0,0.9943558,-0.015746094,0.10492181,0.0,0.0,0.9889255,0.14841256,0.0,-0.106096774,-0.14757489,0.98334384,0.0,-0.033487823,0.030803056,0.03189527,1.0,0.5595939,-0.0006931157,-1.5862094
1668579966299.0,-0.015039232,-0.847374,-0.5307836,0.0,0.9998867,-0.013060314,-0.0074805603,0.0,-0.00059336727,-0.530836,0.84747446,0.0,0.0,0.0,0.0,1.0,0.97718143,-0.0068725003,-0.21229467,0.0,0.00067046913,0.99957126,-0.029272415,0.0,0.21240479,0.028462144,0.97676724,0.0,0.0236967,0.2402622,-0.5648964,1.0,0.98450047,-0.025721574,0.17348549,0.0,0.0,0.9891869,0.14666036,0.0,-0.17538191,-0.14438719,0.97385496,0.0,0.033391435,0.03069819,0.031840187,1.0,0.9943534,-0.015728131,0.10494693,0.0,0.0,0.98895556,0.14821225,0.0,-0.10611896,-0.14737536,0.9833713,0.0,-0.033487823,0.030803056,0.03189527,1.0,0.5595867,-0.00070015935,-1.5862077
1668579966316.0,-0.015031171,-0.84738076,-0.5307731,0.0,0.9998869,-0.013050654,-0.0074807866,0.0,-0.00058786274,-0.5308255,0.847481,0.0,0.0,0.0,0.0,1.0,0.9771276,-0.007140116,-0.21253344,0.0,0.0008326162,0.99955696,-0.029752316,0.0,0.21265174,0.028894933,0.97670066,0.0,0.023703668,0.2401889,-0.56478465,1.0,0.9844728,-0.025726529,0.1736416,0.0,0.0,0.98920196,0.14655896,0.0,-0.17553706,-0.14428331,0.97384244,0.0,0.033391435,0.03069819,0.031840187,1.0,0.9943352,-0.01574279,0.10511785,0.0,0.0,0.9889707,0.14811146,0.0,-0.106290154,-0.14727244,0.98336834,0.0,-0.033487823,0.030803056,0.03189527,1.0,0.5595743,-0.0006936588,-1.5861963
1668579966332.0,-0.015043104,-0.84738773,-0.53076166,0.0,0.9998867,-0.013063915,-0.0074820784,0.0,-0.0005936047,-0.53081405,0.84748816,0.0,0.0,0.0,0.0,1.0,0.9770155,-0.007568813,-0.21303432,0.0,0.001251836,0.99955606,-0.02977166,0.0,0.21316503,0.02882067,0.9765911,0.0,0.023710808,0.24014664,-0.5646756,1.0,0.98212516,-0.027923692,0.18614635,0.0,0.0,0.988935,0.1483495,0.0,-0.1882291,-0.14569777,0.9712579,0.0,0.033391435,0.03069819,0.031840187,1.0,0.99285275,-0.017907852,0.11799485,0.0,0.0,0.98867846,0.15004984,0.0,-0.11934603,-0.14897738,0.98161215,0.0,-0.033487823,0.030803056,0.03189527,1.0,0.55956084,-0.0007004282,-1.5862118
1668579966349.0,-0.01505155,-0.8473942,-0.53075093,0.0,0.9998865,-0.01308031,-0.0074718003,0.0,-0.00061082764,-0.5308032,0.8474949,0.0,0.0,0.0,0.0,1.0,0.97659034,-0.0073823906,-0.2149805,0.0,0.0009590396,0.9995504,-0.029967861,0.0,0.21510507,0.029060125,0.9761585,0.0,0.023695987,0.24027856,-0.5648808,1.0,0.975042,-0.03242248,0.21964036,0.0,0.0,0.9892796,0.14603372,0.0,-0.2220205,-0.14238901,0.9645892,0.0,0.033391435,0.03069819,0.031840187,1.0,0.98800015,-0.022866417,0.15275103,0.0,0.0,0.98898023,0.14804767,0.0,-0.15445307,-0.14627112,0.97711265,0.0,-0.033487823,0.030803056,0.03189527,1.0,0.559548,-0.0007207448,-1.586231
1668579966366.0,-0.015040884,-0.84738404,-0.5307675,0.0,0.9998867,-0.013072216,-0.0074646506,0.0,-0.00061288197,-0.53081965,0.84748465,0.0,0.0,0.0,0.0,1.0,0.97607225,-0.0070729866,-0.21733153,0.0,0.00037335968,0.9995238,-0.030852389,0.0,0.21744625,0.030033035,0.97561014,0.0,0.023634037,0.24039696,-0.5650152,1.0,0.96731275,-0.033622358,0.25134742,0.0,0.0,0.9911713,0.13258746,0.0,-0.25358626,-0.12825355,0.95877266,0.0,0.033391435,0.03069819,0.031840187,1.0,0.98218536,-0.025312668,0.18620187,0.0,0.0,0.99088603,0.1347031,0.0,-0.18791452,-0.13230342,0.97323376,0.0,-0.033487823,0.030803056,0.03189527,1.0,0.55956745,-0.0007231775,-1.5862217
1668579966382.0,-0.015027525,-0.84737754,-0.53077847,0.0,0.9998869,-0.013074842,-0.007435309,0.0,-0.0006393315,-0.53083014,0.84747815,0.0,0.0,0.0,0.0,1.0,0.9754774,-0.0070263967,-0.21998778,0.0,-0.000020239166,0.99948764,-0.032013305,0.0,0.22009997,0.031232694,0.9749774,0.0,0.023569016,0.24043183,-0.56493336,1.0,0.963008,-0.033732913,0.26735324,0.0,0.0,0.9921339,0.12518108,0.0,-0.26947293,-0.12055038,0.9554329,0.0,0.033391435,0.03069819,0.031840187,1.0,0.9787779,-0.026089087,0.20325659,0.0,0.0,0.99186283,0.12731098,0.0,-0.20492409,-0.124609165,0.9708134,0.0,-0.033487823,0.030803056,0.03189527,1.0,0.5595798,-0.00075439276,-1.5862249
1668579966399.0,-0.0150271505,-0.84737325,-0.530785,0.0,0.9998869,-0.013083091,-0.007421439,0.0,-0.0006555795,-0.53083646,0.847474,0.0,0.0,0.0,0.0,1.0,0.97504,-0.007060612,-0.22191697,0.0,-0.0004015477,0.9994367,-0.03356288,0.0,0.2220289,0.03281423,0.9744877,0.0,0.023536745,0.24051988,-0.56499857,1.0,0.9591188,-0.031169547,0.28128204,0.0,0.0,0.9939163,0.11013828,0.0,-0.28300375,-0.105635695,0.9532838,0.0,0.033391435,0.03069819,0.031840187,1.0,0.9755937,-0.024619294,0.21819918,0.0,0.0,0.9936949,0.11211805,0.0,-0.21958368,-0.10938166,0.9694425,0.0,-0.033487823,0.030803056,0.03189527,1.0,0.55958724,-0.00077356875,-1.5862347
1668579966416.0,-0.0150266215,-0.8473759,-0.5307809,0.0,0.9998869,-0.013077584,-0.00742923,0.0,-0.0006459814,-0.5308325,0.84747654,0.0,0.0,0.0,0.0,1.0,0.9748336,-0.0076859724,-0.22280115,0.0,-0.00026958145,0.9993642,-0.035654653,0.0,0.2229335,0.034817353,0.9742117,0.0,0.023505894,0.24035713,-0.56462145,1.0,0.9577206,-0.028718084,0.28626305,0.0,0.0,0.99500555,0.09981957,0.0,-0.28769994,-0.09559926,0.9529373,0.0,0.033391435,0.03069819,0.031840187,1.0,0.97441137,-0.022848552,0.22360776,0.0,0.0,0.99482,0.10165209,0.0,-0.22477208,-0.099050954,0.9693639,0.0,-0.033487823,0.030803056,0.03189527,1.0,0.55958265,-0.0007622409,-1.5862281
1668579966433.0,-0.015020607,-0.8473773,-0.5307789,0.0,0.999887,-0.013078689,-0.0074161356,0.0,-0.0006576273,-0.53083026,0.847478,0.0,0.0,0.0,0.0,1.0,0.97472525,-0.008574525,-0.22324158,0.0,0.0002979981,0.9993123,-0.037081465,0.0,0.22340599,0.036077816,0.97405756,0.0,0.023550835,0.24030605,-0.56451124,1.0,0.9573681,-0.02629319,0.2876718,0.0,0.0,0.995849,0.091020554,0.0,-0.2888709,-0.08714017,0.95339406,0.0,0.033391435,0.03069819,0.031840187,1.0,0.97408646,-0.020968022,0.225202,0.0,0.0,0.99569345,0.09270664,0.0,-0.22617604,-0.090304285,0.9698915,0.0,-0.033487823,0.030803056,0.03189527,1.0,0.55957997,-0.0007759814,-1.5862294
1668579966450.0,-0.014998327,-0.84738773,-0.5307628,0.0,0.9998873,-0.013058611,-0.0074061924,0.0,-0.0006551083,-0.53081405,0.8474881,0.0,0.0,0.0,0.0,1.0,0.9745759,-0.009407217,-0.2238595,0.0,0.0009867403,0.99928874,-0.03769727,0.0,0.22405486,0.03651788,0.97389215,0.0,0.023619458,0.24032444,-0.5645272,1.0,0.9582037,-0.025554484,0.2849432,0.0,0.0,0.9960026,0.089324236,0.0,-0.2860868,-0.08559081,0.95437336,0.0,0.033391435,0.03069819,0.031840187,1.0,0.9747576,-0.020309333,0.22234,0.0,0.0,0.9958541,0.09096488,0.0,-0.22326565,-0.08866871,0.97071636,0.0,-0.033487823,0.030803056,0.03189527,1.0,0.55956084,-0.00077299983,-1.5862055
1668579966466.0,-0.014994229,-0.84740126,-0.53074145,0.0,0.99988735,-0.013055287,-0.0074037486,0.0,-0.0006550375,-0.53079265,0.8475015,0.0,0.0,0.0,0.0,1.0,0.97432566,-0.010267838,-0.22490856,0.0,0.0016893657,0.9992648,-0.038301144,0.0,0.22513647,0.036937997,0.9736267,0.0,0.023679258,0.24027932,-0.5644394,1.0,0.95781815,-0.025304671,0.28625867,0.0,0.0,0.9961156,0.08805455,0.0,-0.28737494,-0.08434025,0.9540976,0.0,0.033391435,0.03069819,0.031840187,1.0,0.9744348,-0.020148432,0.22376512,0.0,0.0,0.9959706,0.08967996,0.0,-0.22467041,-0.08738727,0.9705084,0.0,-0.033487823,0.030803056,0.03189527,1.0,0.55953556,-0.0007729041,-1.5862014
1668579966483.0,-0.014997038,-0.84741193,-0.5307242,0.0,0.99988735,-0.013047706,-0.0074211205,0.0,-0.00063598744,-0.5307758,0.8475122,0.0,0.0,0.0,0.0,1.0,0.97412646,-0.011074222,-0.22573186,0.0,0.0024014874,0.9992497,-0.038658917,0.0,0.22599058,0.0371165,0.9734222,0.0,0.023730617,0.24030536,-0.56449485,1.0,0.95731723,-0.024029292,0.28803873,0.0,0.0,0.9965383,0.08313503,0.0,-0.2890393,-0.079586595,0.9540033,0.0,0.033391435,0.03069819,0.031840187,1.0,0.9739875,-0.019189062,0.22578774,0.0,0.0,0.99640805,0.0846819,0.0,-0.22660169,-0.08247911,0.970489,0.0,-0.033487823,0.030803056,0.03189527,1.0,0.55951566,-0.0007504167,-1.5861923
1668579966499.0,-0.014996915,-0.8474035,-0.53073776,0.0,0.99988735,-0.013058399,-0.007403836,0.0,-0.00065654796,-0.53078896,0.84750396,0.0,0.0,0.0,0.0,1.0,0.9739121,-0.011514793,-0.22663306,0.0,0.0028016893,0.9992458,-0.038730133,0.0,0.22690804,0.037084755,0.97321016,0.0,0.023791628,0.240289,-0.5643753,1.0,0.9582124,-0.025080027,0.28495628,0.0,0.0,0.9961492,0.08767468,0.0,-0.28605783,-0.08401096,0.9545225,0.0,0.033391435,0.03069819,0.031840187,1.0,0.97474223,-0.019940319,0.22244096,0.0,0.0,0.99600613,0.08928517,0.0,-0.22333293,-0.08703003,0.9708492,0.0,-0.033487823,0.030803056,0.03189527,1.0,0.5595312,-0.0007746841,-1.586205
1668579966517.0,-0.0149915395,-0.84739715,-0.5307481,0.0,0.9998874,-0.013052187,-0.007403642,0.0,-0.00065359875,-0.5307994,0.8474974,0.0,0.0,0.0,0.0,1.0,0.97378606,-0.011741819,-0.22716275,0.0,0.003072336,0.99925494,-0.038480088,0.0,0.22744523,0.036773607,0.9730965,0.0,0.023855153,0.24035327,-0.5644306,1.0,0.95853055,-0.025180036,0.2838753,0.0,0.0,0.9960891,0.08835415,0.0,-0.28498986,-0.084690146,0.95478183,0.0,0.033391435,0.03069819,0.031840187,1.0,0.97500443,-0.019990142,0.2212842,0.0,0.0,0.99594444,0.089970596,0.0,-0.22218528,-0.08772173,0.97105026,0.0,-0.033487823,0.030803056,0.03189527,1.0,0.5595435,-0.0007712102,-1.5861977
1668579966533.0,-0.014987153,-0.8473943,-0.53075284,0.0,0.99988747,-0.013049334,-0.0073999404,0.0,-0.0006553029,-0.530804,0.84749454,0.0,0.0,0.0,0.0,1.0,0.9737382,-0.011692929,-0.22736986,0.0,0.003043115,0.9992595,-0.0383563,0.0,0.22764996,0.03665711,0.9730528,0.0,0.023917962,0.24030927,-0.5643373,1.0,0.9587161,-0.025394944,0.28322878,0.0,0.0,0.9960044,0.089304045,0.0,-0.284365,-0.08561722,0.9548854,0.0,0.033391435,0.03069819,0.031840187,1.0,0.97515124,-0.020145204,0.22062247,0.0,0.0,0.99585706,0.090932466,0.0,-0.22154029,-0.088672906,0.97111124,0.0,-0.033487823,0.030803056,0.03189527,1.0,0.5595489,-0.0007732236,-1.5861945
1668579966549.0,-0.014947243,-0.8473992,-0.53074604,0.0,0.99988806,-0.013021801,-0.0073687015,0.0,-0.00066703727,-0.5307967,0.847499,0.0,0.0,0.0,0.0,1.0,0.97359943,-0.011408639,-0.22797823,0.0,0.002873288,0.9992836,-0.037736185,0.0,0.22824539,0.03608497,0.9729349,0.0,0.02396558,0.24029014,-0.5642531,1.0,0.9586173,-0.025491651,0.2835541,0.0,0.0,0.9959833,0.08953938,0.0,-0.28469765,-0.085834004,0.95476687,0.0,0.033391435,0.03069819,0.031840187,1.0,0.9750767,-0.020228645,0.22094406,0.0,0.0,0.99583495,0.09117417,0.0,-0.22186816,-0.08890181,0.97101545,0.0,-0.033487823,0.030803056,0.03189527,1.0,0.55954033,-0.00078706536,-1.5861619
1668579966566.0,-0.01493383,-0.8474002,-0.5307448,0.0,0.9998883,-0.013011523,-0.007359841,0.0,-0.0006690673,-0.5307954,0.84749985,0.0,0.0,0.0,0.0,1.0,0.9735936,-0.0116208205,-0.22799166,0.0,0.0031060118,0.9992855,-0.037670437,0.0,0.22826646,0.035967465,0.97293425,0.0,0.024031194,0.24029657,-0.56426626,1.0,0.958971,-0.025364412,0.28236714,0.0,0.0,0.99598974,0.08946754,0.0,-0.28350407,-0.08579678,0.9551253,0.0,0.033391435,0.03069819,0.031840187,1.0,0.97536355,-0.020095753,0.21968642,0.0,0.0,0.9958423,0.09109439,0.0,-0.22060363,-0.08885015,0.9713083,0.0,-0.033487823,0.030803056,0.03189527,1.0,0.5595388,-0.00078945997,-1.5861498
