timestamp [ms],face transform 0,face transform 1,face transform 2,face transform 3,face transform 4,face transform 5,face transform 6,face transform 7,face transform 8,face transform 9,face transform 10,face transform 11,face transform 12,face transform 13,face transform 14,face transform 15,left eye transform 0,left eye transform 1,left eye transform 2,left eye transform 3,left eye transform 4,left eye transform 5,left eye transform 6,left eye transform 7,left eye transform 8,left eye transform 9,left eye transform 10,left eye transform 11,left eye transform 12,left eye transform 13,left eye transform 14,left eye transform 15,left eye position x,left eye position y,left eye position z,right eye transform 0,right eye transform 1,right eye transform 2,right eye transform 3,right eye transform 4,right eye transform 5,right eye transform 6,right eye transform 7,right eye transform 8,right eye transform 9,right eye transform 10,right eye transform 11,right eye transform 12,right eye transform 13,right eye transform 14,right eye transform 15,right eye position x,right eye position y,right eye position z
1668497293167,0.9894893,-0.002927724,-0.14457572,0.0,0.030379595,0.9816911,0.18804099,0.0,0.14137818,-0.19045675,0.97146195,0.0,-0.0012789912,0.2724149,-0.5347649,1.0,0.992117,-0.006537645,0.1251446,0.0,0.0,0.9986382,0.05216959,0.0,-0.12531525,-0.051758338,0.9907659,0.0,0.034885734,0.03132154,0.032057907,1.0,0.012055305,0.280595,-0.52410185,0.9986191,-0.0027636313,0.052461773,0.0,0.0,0.9986153,0.05260601,0.0,-0.052534517,-0.052533366,0.9972363,0.0,-0.034974836,0.03140982,0.032109607,1.0,-0.0109834615,0.28068876,-0.52071285
1668497293184,0.98913515,-0.0016054815,-0.14700061,0.0,0.029521469,0.98174036,0.18792132,0.0,0.1440147,-0.19021931,0.9711213,0.0,-0.0012786223,0.2726003,-0.5351701,1.0,0.991981,-0.0064715585,0.12622085,0.0,0.0,0.9986882,0.05120445,0.0,-0.12638664,-0.050793845,0.99067974,0.0,0.034885734,0.03132154,0.032057907,1.0,0.012070769,0.28079882,-0.5245401,0.9985557,-0.0027742956,0.05365389,0.0,0.0,0.99866587,0.051638275,0.0,-0.053725567,-0.051563695,0.9972235,0.0,-0.034974836,0.03140982,0.032109607,1.0,-0.01095973,0.28086182,-0.5210947
1668497293201,0.9888191,-0.00088552217,-0.1491183,0.0,0.02909432,0.98191077,0.1870965,0.0,0.14625518,-0.18934317,0.97095764,0.0,-0.0012720453,0.27274787,-0.53560543,1.0,0.9916466,-0.0068392386,0.12880303,0.0,0.0,0.9985933,0.053023733,0.0,-0.12898448,-0.052580804,0.9902516,0.0,0.034885734,0.03132154,0.032057907,1.0,0.012093154,0.28096592,-0.52501047,0.99840736,-0.0030170782,0.056334823,0.0,0.0,0.99856895,0.05347954,0.0,-0.056415558,-0.053394366,0.9969786,0.0,-0.034974836,0.03140982,0.032109607,1.0,-0.01092996,0.28101218,-0.5215157
1668497293217,0.9885837,-0.0007677039,-0.15067099,0.0,0.029170359,0.98204285,0.18638909,0.0,0.14782234,-0.18865627,0.9708539,0.0,-0.001271012,0.27281094,-0.5357879,1.0,0.991583,-0.0075380295,0.12925293,0.0,0.0,0.9983037,0.05822106,0.0,-0.12947255,-0.057731014,0.989901,0.0,0.034885734,0.03132154,0.032057907,1.0,0.012108989,0.28103906,-0.52521944,0.998386,-0.003334508,0.056693625,0.0,0.0,0.9982748,0.05871481,0.0,-0.0567916,-0.058620047,0.99666363,0.0,-0.034974836,0.03140982,0.032109607,1.0,-0.010908612,0.2810826,-0.5216886
1668497293234,0.9884098,-0.0010057031,-0.1518066,0.0,0.029506372,0.9821806,0.18560854,0.0,0.14891484,-0.1879366,0.9708266,0.0,-0.0012963065,0.27275556,-0.5360017,1.0,0.99071014,-0.009705892,0.13564365,0.0,0.0,0.99744976,0.07137186,0.0,-0.13599046,-0.070708826,0.98818356,0.0,0.034885734,0.03132154,0.032057907,1.0,0.012096856,0.28099006,-0.5254549,0.9980068,-0.0045431256,0.06294281,0.0,0.0,0.99740523,0.07199134,0.0,-0.06310656,-0.07184785,0.99541724,0.0,-0.034974836,0.03140982,0.032109607,1.0,-0.010916669,0.28103915,-0.5218976
1668497293252,0.98836666,-0.0017766639,-0.15207925,0.0,0.030390404,0.98207307,0.18603496,0.0,0.1490224,-0.1884925,0.97070235,0.0,-0.0013638414,0.2727041,-0.536179,1.0,0.9894325,-0.0194647,0.14368162,0.0,0.0,0.9909482,0.13424478,0.0,-0.14499408,-0.13282615,0.9804764,0.0,0.034885734,0.03132154,0.032057907,1.0,0.012039198,0.28092256,-0.52563226,0.9975133,-0.009544312,0.069829255,0.0,0.0,0.99078804,0.13542162,0.0,-0.0704785,-0.13508487,0.9883242,0.0,-0.034974836,0.03140982,0.032109607,1.0,-0.010973293,0.2809896,-0.5220686
1668497293267,0.9884667,-0.0021369576,-0.15142307,0.0,0.030967698,0.9816235,0.18829948,0.0,0.14823799,-0.19081688,0.9703683,0.0,-0.0014826821,0.2725822,-0.5362481,1.0,0.99025923,-0.027135184,0.13656646,0.0,0.0,0.9808259,0.19488601,0.0,-0.13923618,-0.19298768,0.9712719,0.0,0.034885734,0.03132154,0.032057907,1.0,0.011919166,0.28076693,-0.5256736,0.9980085,-0.012392293,0.061850157,0.0,0.0,0.98051274,0.19645546,0.0,-0.0630794,-0.19606422,0.97856003,0.0,-0.034974836,0.03140982,0.032109607,1.0,-0.011095651,0.2808423,-0.52212524
1668497293284,0.98876363,-0.0019855849,-0.14947438,0.0,0.030798681,0.9811657,0.19069777,0.0,0.14628045,-0.19315855,0.97020197,0.0,-0.001614377,0.2724331,-0.536491,1.0,0.99041635,-0.031751815,0.1344145,0.0,0.0,0.9732152,0.22989598,0.0,-0.13811384,-0.22769274,0.9638883,0.0,0.034885734,0.03132154,0.032057907,1.0,0.011768241,0.2805898,-0.5258706,0.9981204,-0.014198711,0.059615158,0.0,0.0,0.9727892,0.23169197,0.0,-0.061282706,-0.23125648,0.9709608,0.0,-0.034974836,0.03140982,0.032109607,1.0,-0.011253529,0.28066158,-0.5223675
1668497293301,0.98908114,-0.0014315635,-0.14736468,0.0,0.03000163,0.9809684,0.19183517,0.0,0.14428549,-0.19416168,0.97030044,0.0,-0.001818571,0.27212837,-0.53662205,1.0,0.9902772,-0.034960233,0.13464351,0.0,0.0,0.96790487,0.25131682,0.0,-0.13910821,-0.24887331,0.95849407,0.0,0.034885734,0.03132154,0.032057907,1.0,0.0115380995,0.28027874,-0.52596426,0.99807614,-0.01570302,0.05997885,0.0,0.0,0.9673948,0.25327295,0.0,-0.062000383,-0.25278568,0.9655337,0.0,-0.034974836,0.03140982,0.032109607,1.0,-0.011491124,0.2803376,-0.52251023
1668497293318,0.9895156,-0.0005943486,-0.14442436,0.0,0.028638082,0.98094267,0.19217534,0.0,0.14155781,-0.19429666,0.97067523,0.0,-0.0020525865,0.27171138,-0.5367096,1.0,0.9903053,-0.03594317,0.134177,0.0,0.0,0.96594286,0.25875556,0.0,-0.1389078,-0.256247,0.9565783,0.0,0.034885734,0.03132154,0.032057907,1.0,0.011265752,0.27986977,-0.52601004,0.9980898,-0.016109476,0.05964286,0.0,0.0,0.96540505,0.2607549,0.0,-0.06178014,-0.26025683,0.96356094,0.0,-0.034974836,0.03140982,0.032109607,1.0,-0.011773675,0.27990913,-0.5226245
1668497293334,0.98993236,-05,-0.14154142,0.0,0.027479319,0.98101526,0.1919736,0.0,0.13884838,-0.19393042,0.97113955,0.0,-0.0023140835,0.27120444,-0.53665805,1.0,0.99032086,-0.036117375,0.1340153,0.0,0.0,0.96555,0.26021755,0.0,-0.13879685,-0.25769886,0.9562043,0.0,0.034885734,0.03132154,0.032057907,1.0,0.010968051,0.27937406,-0.5259221,0.9980968,-0.016170278,0.059508048,0.0,0.0,0.96500707,0.2622239,0.0,-0.06166592,-0.26172483,0.96317047,0.0,-0.034974836,0.03140982,0.032109607,1.0,-0.012081161,0.2794003,-0.5226037
1668497293351,0.99039704,0.00054584624,-0.13825078,0.0,0.026279878,0.9810164,0.19213639,0.0,0.13573113,-0.19392441,0.97158134,0.0,-0.0025044256,0.27086356,-0.5366642,1.0,0.9911658,-0.034104403,0.12816852,0.0,0.0,0.96637344,0.25714263,0.0,-0.13262835,-0.25487098,0.95783633,0.0,0.034885734,0.03132154,0.032057907,1.0,0.010737278,0.27903995,-0.52588356,0.99846315,-0.014354416,0.053528566,0.0,0.0,0.965874,0.2590123,0.0,-0.05541982,-0.25861424,0.9643896,0.0,-0.034974836,0.03140982,0.032109607,1.0,-0.012322843,0.27905276,-0.5226417
1668497293368,0.99083036,0.0010726156,-0.13510785,0.0,0.025380218,0.98069,0.19391468,0.0,0.13270691,-0.19556578,0.9716702,0.0,-0.0027025328,0.27068678,-0.53681886,1.0,0.99161094,-0.032753453,0.12503994,0.0,0.0,0.96736294,0.25339484,0.0,-0.12925856,-0.2512691,0.9592477,0.0,0.034885734,0.03132154,0.032057907,1.0,0.0105025,0.27884835,-0.52598214,0.9986448,-0.013280392,0.05032053,0.0,0.0,0.9668939,0.25517875,0.0,-0.052043486,-0.25483295,0.9655836,0.0,-0.034974836,0.03140982,0.032109607,1.0,-0.012567792,0.27884886,-0.5228135
1668497293386,0.99122274,0.0014666095,-0.13219376,0.0,0.02461112,0.9804112,0.19541754,0.0,0.12989087,-0.19695581,0.9717699,0.0,-0.0028735436,0.27060547,-0.53709006,1.0,0.9918067,-0.032096125,0.12364999,0.0,0.0,0.9679232,0.25124615,0.0,-0.12774773,-0.24918762,0.9599927,0.0,0.034885734,0.03132154,0.032057907,1.0,0.01029793,0.27875385,-0.52620274,0.99872386,-0.012777106,0.04886146,0.0,0.0,0.9674689,0.25298983,0.0,-0.050504424,-0.25266698,0.96623427,0.0,-0.034974836,0.03140982,0.032109607,1.0,-0.01278157,0.27874517,-0.52310187
1668497293401,0.9916057,0.002047221,-0.12928191,0.0,0.023617378,0.9801854,0.19666925,0.0,0.12712286,-0.19807161,0.9719091,0.0,-0.0029827794,0.27049115,-0.5372697,1.0,0.99196404,-0.03184273,0.12244735,0.0,0.0,0.96781015,0.2516814,0.0,-0.12652001,-0.24965888,0.9600329,0.0,0.034885734,0.03132154,0.032057907,1.0,0.010153194,0.27863201,-0.5263339,0.9987891,-0.012467004,0.04759202,0.0,0.0,0.96736014,0.25340557,0.0,-0.04919783,-0.25309873,0.9661887,0.0,-0.034974836,0.03140982,0.032109607,1.0,-0.012935301,0.27860975,-0.5233008
1668497293417,0.9918498,0.0023057403,-0.12739132,0.0,0.023073014,0.98005503,0.19738181,0.0,0.12530564,-0.19871235,0.9720143,0.0,-0.0030883981,0.27050358,-0.5375441,1.0,0.9919427,-0.032032203,0.122570604,0.0,0.0,0.96750677,0.25284508,0.0,-0.12668708,-0.25080782,0.95971125,0.0,0.034885734,0.03132154,0.032057907,1.0,0.010025311,0.27863923,-0.5265778,0.998779,-0.012576503,0.04777365,0.0,0.0,0.96705216,0.2545783,0.0,-0.049401317,-0.25426745,0.9658714,0.0,-0.034974836,0.03140982,0.032109607,1.0,-0.013068915,0.27861094,-0.52358866
